2010,01/ 04,1,27,30,32,20,13,25,07,204
2010,01/ 07,2,37,26,33,36,20,01,05,205
2010,01/ 11,3,34,25,23,26,21,15,03,206
2010,01/ 14,4,22,02,27,01,32,07,04,207
2010,01/ 18,5,09,26,25,38,11,24,04,208
2010,01/ 21,6,17,36,10,16,29,04,08,209
2010,01/ 25,7,10,14,27,24,34,07,02,210
2010,01/ 28,8,17,35,03,06,27,16,02,211
2010,02/ 01,9,19,05,03,29,38,31,07,212
2010,02/ 04,10,10,38,20,17,16,25,04,213
2010,02/ 08,11,07,19,12,16,21,17,06,214
2010,02/ 11,12,19,18,06,34,16,13,01,215
2010,02/ 15,13,12,23,26,28,29,02,05,216
2010,02/ 18,14,02,36,11,24,04,14,06,217
2010,02/ 22,15,23,17,24,34,03,11,05,218
2010,02/ 25,16,38,33,09,37,26,32,01,219
2010,03/ 01,17,10,03,19,37,12,14,04,220
2010,03/ 04,18,10,38,18,16,34,24,05,221
2010,03/ 08,19,05,09,27,30,33,03,06,222
2010,03/ 11,20,35,14,17,37,19,16,08,223
2010,03/ 15,21,12,18,32,13,36,30,05,224
2010,03/ 18,22,20,11,07,32,18,26,05,225
2010,03/ 22,23,35,11,02,04,14,36,01,226
2010,03/ 25,24,26,23,27,19,37,33,03,227
2010,03/ 29,25,11,37,36,31,23,28,03,228
2010,04/ 01,26,24,31,23,14,16,27,07,229
2010,04/ 05,27,37,19,26,20,18,02,08,230
2010,04/ 08,28,20,36,23,07,25,02,03,231
2010,04/ 12,29,11,30,08,33,34,12,02,232
2010,04/ 15,30,01,37,30,19,06,24,01,233
2010,04/ 19,31,13,01,03,06,29,38,03,234
2010,04/ 22,32,37,16,08,30,29,21,02,235
2010,04/ 26,33,03,21,08,38,33,35,01,236
2010,04/ 29,34,10,28,21,29,12,16,03,237
2010,05/ 03,35,01,04,16,33,27,09,05,238
2010,05/ 06,36,30,03,11,32,13,23,06,239
2010,05/ 10,37,28,26,23,17,29,18,01,240
2010,05/ 13,38,31,11,23,07,34,14,04,241
2010,05/ 17,39,01,35,02,03,29,33,05,242
2010,05/ 20,40,38,12,13,35,14,19,02,243
2010,05/ 24,41,01,24,29,16,12,03,07,244
2010,05/ 27,42,16,08,20,36,07,06,01,245
2010,05/ 31,43,17,01,08,04,34,30,04,246
2010,06/ 03,44,30,34,33,09,21,04,02,247
2010,06/ 07,45,14,22,21,28,03,24,05,248
2010,06/ 10,46,17,27,38,09,28,20,06,249
2010,06/ 14,47,15,24,07,33,03,16,03,250
2010,06/ 17,48,01,13,05,22,06,27,08,251
2010,06/ 21,49,30,38,22,27,01,09,01,252
2010,06/ 24,50,14,34,36,32,12,19,03,253
2010,06/ 28,51,27,07,10,03,22,34,01,254
2010,07/ 01,52,04,03,19,14,06,11,06,255
2010,07/ 05,53,37,18,25,35,01,03,05,256
2010,07/ 08,54,22,24,29,23,06,25,03,257
2010,07/ 12,55,27,17,01,03,20,25,01,258
2010,07/ 15,56,22,11,14,29,23,02,07,259
2010,07/ 19,57,12,38,19,16,15,26,06,260
2010,07/ 22,58,05,35,08,16,14,37,03,261
2010,07/ 26,59,36,31,27,05,14,34,04,262
2010,07/ 29,60,08,18,38,36,14,21,08,263
2010,08/ 02,61,24,22,21,03,17,05,07,264
2010,08/ 05,62,37,14,22,27,29,24,06,265
2010,08/ 09,63,07,18,14,31,04,35,07,266
2010,08/ 12,64,38,08,35,15,03,04,03,267
2010,08/ 16,65,36,31,14,22,03,20,08,268
2010,08/ 19,66,22,34,20,02,04,25,01,269
2010,08/ 23,67,15,18,13,22,27,09,02,270
2010,08/ 26,68,38,15,22,01,13,08,08,271
2010,08/ 30,69,29,13,21,01,22,23,01,272
2010,09/ 02,70,17,14,33,09,28,15,04,273
2010,09/ 06,71,34,36,07,32,30,05,06,274
2010,09/ 09,72,04,17,16,24,34,22,02,275
2010,09/ 13,73,24,33,08,18,07,12,07,276
2010,09/ 16,74,20,04,13,10,35,26,02,277
2010,09/ 20,75,09,19,13,28,06,36,06,278
2010,09/ 23,76,03,32,12,34,07,15,07,279
2010,09/ 27,77,20,08,24,22,33,36,02,280
2010,09/ 30,78,35,14,11,32,09,31,07,281
2010,10/ 04,79,18,10,04,32,20,35,01,282
2010,10/ 07,80,06,05,32,28,01,17,02,283
2010,10/ 11,81,08,21,10,34,11,22,06,284
2010,10/ 14,82,37,35,05,25,20,29,02,285
2010,10/ 18,83,38,23,11,28,04,21,05,286
2010,10/ 21,84,14,11,38,29,18,19,05,287
2010,10/ 25,85,11,33,10,16,27,23,03,288
2010,10/ 28,86,15,23,26,25,20,32,07,289
2010,11/ 01,87,29,02,10,13,12,18,04,290
2010,11/ 04,88,36,20,28,03,01,33,05,291
2010,11/ 08,89,38,10,28,36,05,33,06,292
2010,11/ 11,90,36,17,24,22,04,28,06,293
2010,11/ 15,91,11,08,37,25,22,07,07,294
2010,11/ 18,92,05,23,17,28,38,14,02,295
2010,11/ 22,93,23,21,28,08,27,24,02,296
2010,11/ 25,94,38,05,18,25,07,36,07,297
2010,11/ 29,95,33,30,29,27,25,20,02,298
2010,12/ 02,96,22,15,19,32,03,28,06,299
2010,12/ 06,97,07,18,20,19,28,01,08,300
2010,12/ 09,98,04,12,01,19,11,03,08,301
2010,12/ 13,99,12,36,07,27,10,09,04,302
2010,12/ 16,100,28,25,18,07,32,04,05,303
2010,12/ 20,101,29,01,02,20,38,07,07,304
2010,12/ 23,102,01,31,19,07,10,04,05,305
2010,12/ 27,103,28,16,31,23,32,03,08,306
2010,12/ 30,104,31,24,01,38,29,33,03,307
